"text","category"
"sprint review submit kar diya is weekend lekin abhi tak reply nahi aaya.","Work/Office"
"agle hafte se loose motion thik nahi ho raha, isliye mujhe parso se jee michlana ho raha hai.","Health"
"my brother scheduled a call about the performance review since noon though my cousin scheduled a call about the budget proposal by Friday.","Work/Office"
"my cousin recommended a good brand for a winter jacket","Shopping"
"aajkal my credit card bill pay karna hai","Finance"
"I need to finish the sales deck before this month.","Work/Office"
"I'll be working from home for a couple of hours to complete the hiring paperwork.","Work/Office"
"mere dost ne the long queue at the grocery store ka zikr kiya baat cheet mein.","General/Other"
"aajkal the power cut yesterday ke baare mein baat hui","General/Other"
"It's hard to explain but I feel a little low without any clear reason.","Mood/Emotion"
"kuch minute pehle work from home karke project timeline complete karunga","Work/Office"
"The delivery for a smartwatch is delayed these days.","Shopping"
"I need to pack for Kerala since morning.","Travel"
"My mutual fund investment got auto-debited in a while.","Finance"
"I feel completely drained.","Mood/Emotion"
"I need to pack for Goa just now.","Travel"
"I need to pay the loan application just now.","Finance"
"mathematics is turning out to be tougher than I expected","Education"
"kal raat se online a set of headphones order kiya, jabki mere dost ne ek achi brand suggest ki a set of headphones ke liye.","Shopping"
"mere dost ne bola the tax filing review karo.","Finance"
"My this month's rent got auto-debited since noon.","Finance"
"The pharmacist gave me some tablets for a bad cough.","Health"
"We're hosting friends this afternoon and planning to make a vegetable stir fry.","Food"
"abhi wale the entrance exam ko lekar nervous hoon, aur agle mahine wale mathematics ko lekar nervous hoon.","Education"
"landlord ne bola my bank statement review karo","Finance"
"aaj my monthly budget pay karna hai.","Finance"
"abhi physics submit karna hai.","Education"
"Aaj clinic jaana hai kaafi khaansi check karwane.","Health"
"We ordered pasta for dinner since last night.","Food"
"a smartwatch ki delivery late ho rahi hai thodi der mein.","Shopping"
"i spent some time dealing with the long queue at the grocery store a few minutes ago","General/Other"
"Wi-Fi isn't working today.","Technology"
"hiring paperwork ki deadline aage badh gayi pichle hafte se.","Work/Office"
"my mutual fund investment got auto-debited a few minutes ago","Finance"
"subah se wale the entrance exam ko lekar nervous hoon.","Education"
"kal se ghar pe grilled sandwiches banane ki koshish ki, par customer support wale ne ek jagah bataayi jahan ka grilled sandwiches zabardast hai.","Food"
"the garden we're planting came up randomly in conversation since two days.","General/Other"
"kuch ghanton se dost aa rahe hain aur biryani banane ka plan hai.","Food"
"the mobile app suddenly stopped working next week.","Technology"
"Aajkal santusht feel ho raha hai us baat cheet ke baad.","Mood/Emotion"
"I need to pay the electricity bill for the past three days, and on top of that my the personal loan EMI got auto-debited right now.","Finance"
"abhi online a dining table order kiya.","Shopping"
"I spent some time dealing with the community meeting since two days.","General/Other"
"Store mein a pair of sneakers pe badi sale lagi hai Monday se jabki a smartwatch ki delivery late ho rahi hai subah se.","Shopping"
"Ghar pe sab the new furniture we bought ke baare mein baat kar rahe the kal","General/Other"
"Hamari team meeting notes pe atki hui hai Friday tak, kyunki mere colleague ne bola team meeting notes revise karo abhi.","Work/Office"
"Is hafte the garden we're planting ke baare mein baat karni chahiye.","General/Other"
"Store mein a smartwatch pe badi sale lagi hai subah se halaanki a study lamp ki delivery late ho rahi hai raat se.","Shopping"
"the new software update won't connect to the internet last night, because i had to reinstall my password manager in a while.","Technology"
"I found a great discount on a smartwatch.","Shopping"
"the delivery guy scheduled a call about the client presentation this afternoon plus the teacher scheduled a call about the code review by Friday.","Work/Office"
"store mein sunglasses pe badi sale lagi hai Friday tak, par a set of headphones ki delivery late ho rahi hai pichle teen din se.","Shopping"
"We talked about a documentary I watched for a while next week, and on top of that i read something interesting about the noisy construction nearby.","General/Other"
"I'm nervous about the thesis draft scheduled next month.","Education"
"I think I need a checkup for chest tightness.","Health"
"my manager recommended a good brand for a pair of running shoes.","Shopping"
"my monthly budget check kiya toh kuch ajeeb laga.","Finance"
"I had to reinstall the company website a few minutes ago since the office server keeps crashing for a couple of hours.","Technology"
"my colleague asked me to revise the sprint review this month.","Work/Office"
"my external hard drive baar crash ho raha hai Monday se uske alawa my email account baar crash ho raha hai agle mahine.","Technology"
"I need to exchange a backpack for a different size.","Shopping"
"I ordered sunglasses online this evening.","Shopping"
"We're hosting friends in a while and planning to make pancakes.","Food"
"We finally closed the status update this month, and on top of that i took a half day from tomorrow to catch up on the hiring paperwork.","Work/Office"
"pichle hafte se Bangalore ke liye packing karni hai.","Travel"
"I'll be working from home these days to complete the sales deck.","Work/Office"
"the final exams is turning out to be tougher than I expected.","Education"
"aaj shaam ko walk karte waqt the neighborhood cat dikha.","General/Other"
"doctor ne my laptop fix karne mein madad ki.","Technology"
"the delivery guy asked me to revise the vendor contract these days","Work/Office"
"I need to finish the audit checklist before in a while.","Work/Office"
"mere roommate ne the office server fix karne mein madad ki.","Technology"
"Our connecting flight to Bangalore got delayed next week.","Travel"
"Aakhirkar my salary clear kar diya aaj.","Finance"
"i'm planning a trip to Kolkata tomorrow","Travel"
"pichle hafte se the entrance exam submit karna hai lekin thodi der mein the literature essay submit karna hai.","Education"
"my external hard drive achanak kaam karna band kar diya do din se.","Technology"
"my neighbor helped me understand mathematics better","Education"
"my neighbor helped me fix the operating system","Technology"
"I submitted the code review last night but haven't heard back yet.","Work/Office"
"back pain has been bothering me since last night but i couldn't sleep properly because of nausea since two days.","Health"
"We're hosting friends last night and planning to make a vegetable stir fry.","Food"
"I'm nervous about the final exams scheduled in a while.","Education"
"Everyone at home was discussing the neighbor's new dog this month.","General/Other"
"agle mahine online a smartwatch order kiya.","Shopping"
"Us naye cafe ka butter chicken bahut mehenga tha kyunki agle mahine dost aa rahe hain aur pancakes banane ka plan hai.","Food"
"bangalore ke itinerary mein bahut saari sightseeing hai","Travel"
"Friday tak wale the history assignment ko lekar nervous hoon kyunki kal se the history assignment submit karna hai.","Education"
"the mobile app won't connect to the internet for the past three days and i had to reinstall the company website next week.","Technology"
"Purana my laptop baar hang hota tha isliye naya le liya","Technology"
"We're hosting friends for a couple of hours and planning to make biryani.","Food"
"subah se online a smartwatch order kiya.","Shopping"
"Mumbai wali flight kaafi comfortable thi.","Travel"
"I got my blood test done because of back pain.","Health"
"my brother helped me fix my external hard drive.","Technology"
"I ordered a set of headphones online since last night, because my father recommended a good brand for sunglasses.","Shopping"
"my colleague mentioned the neighborhood cat during our chat.","General/Other"
"There's a strange feeling of being emotionally exhausted since I've been so busy.","Mood/Emotion"
"The customer support team took nearly a week to respond about my delayed delivery, and by the time they replied, the item had already arrived.","Shopping"
"aajkal thoda time the family gathering this weekend sambhalne mein laga.","General/Other"
"Aajkal akela feel ho raha hai kuch bhi thik nahi ho raha isliye.","Mood/Emotion"
"the delivery guy recommended a place that serves amazing pasta.","Food"
"I need to pack for Ladakh this month, so our train to Varanasi got delayed from tomorrow.","Travel"
"Aaj kaafi shaant din raha, bas the new furniture we bought ke baare mein soch raha tha","General/Other"
"I submitted the client presentation this morning but haven't heard back yet","Work/Office"
"the office server baar crash ho raha hai abhi","Technology"
"Our itinerary for Kolkata includes a lot of sightseeing","Travel"
"I can't figure out why the operating system is so slow just now.","Technology"
"kuch ghanton se dost aa rahe hain aur pancakes banane ka plan hai.","Food"
"My online banking got auto-debited this weekend.","Finance"
"aaj shaam ko the final exams submit karna hai.","Education"
"my landlord mentioned the garden we're planting during our chat.","General/Other"
"Mujhe abhi se acidity ho raha hai.","Health"
"I noticed the new furniture we bought while walking since last night.","General/Other"
